condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
natural,gpt2,gpt2-large,28,5,0.041739130434782605,0.8464521133997218,24,0.9571348908906648
natural,gpt2,gpt2-large,34,15,0.049565217391304345,0.8180937896030709,24,0.9558003752323029
natural,gpt2,gpt2-large,27,0,0.050434782608695654,0.8149558189775674,24,0.9558003752323029
natural,gpt2,gpt2-large,31,4,0.05130434782608695,0.8118206065534151,24,0.9558003752323029
natural,gpt2,gpt2-large,32,13,0.0608695652173913,0.7775281884531549,24,0.9320956364852679
natural,gpt2,gpt2-large,31,5,0.06608695652173913,0.7589874525518234,24,0.9190781184459785
natural,gpt2,gpt2-large,33,18,0.07043478260869565,0.7436342012968032,24,0.9143234500145007
natural,gpt2,gpt2-large,25,16,0.07217391304347825,0.7375189840952583,24,0.9123946194992886
natural,gpt2,gpt2-large,33,1,0.08695652173913042,0.6861953252985288,24,0.8892644204871967
natural,gpt2,gpt2-large,24,12,0.08782608695652173,0.6832152692148052,24,0.8892644204871967
natural,gpt2,gpt2-large,24,1,0.09130434782608696,0.671341269564641,24,0.8892644204871967
natural,gpt2,gpt2-large,29,2,0.09478260869565217,0.659543078769137,24,0.8892644204871967
natural,gpt2,gpt2-large,28,6,0.10521739130434782,0.6246273816458914,24,0.8734990573296205
natural,gpt2,gpt2-large,27,14,0.10782608695652172,0.6160158821815656,24,0.8734990573296205
natural,gpt2,gpt2-large,34,9,0.12869565217391304,0.5489587886992762,24,0.8391726706230974
natural,gpt2,gpt2-large,27,1,0.13565217391304346,0.5273785419058558,24,0.8218886367363986
natural,gpt2,gpt2-large,24,14,0.14956521739130432,0.48546433225418195,24,0.781955971416132
natural,gpt2,gpt2-large,29,5,0.19999999999999998,0.34875573272354543,24,0.6696110068292073
natural,gpt2,gpt2-large,26,11,0.20956521739130432,0.3256961715714217,24,0.6555069675340952
natural,gpt2,gpt2-large,28,18,0.21565217391304345,0.31151444912851106,24,0.6542960587885435
natural,gpt2,gpt2-large,25,12,0.21739130434782608,0.30753321054890737,24,0.6531678808118386
